League,Season,Team,Sequence,n,n1,n2,k,k1,k2,c1,c2,c3,n1*,c1*,n2*,c2*
Bundesliga,2021,Mainz,"[1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1]",27,14,13,13,7,6,1.8045361146662608,2.376436250286031,1.706484641638225,8,2.4722880244030665,8.0,4.233493348963952
Bundesliga,2021,RB Leipzig,"[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",27,14,13,17,7,10,1.0954068871666387,1.0797723095043374,1.020408163265306,3,3.2267213114754107,3.0,7.702488119130086
Bundesliga,2021,Stuttgart,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",22,11,11,7,4,3,1.9367303716156412,3.0905171041813846,2.0120724346076457,11,1.9367303716156414,11.0,3.0905171041813846
Bundesliga,2021,Union Berlin,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1]",25,13,12,16,9,7,2.2428629049510174,3.5048840568790505,2.155172413793104,12,2.2428629049510174,12.0,3.5048840568790505
Bundesliga,2021,Wolfsburg,"[1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]",28,14,14,12,6,6,1.6379481654980252,2.0,1.5360983102918586,14,1.6379481654980252,7.0,2.0
Bundesliga,2022,Augsburg,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",27,14,13,9,5,4,1.8114671956806268,2.5466317660905053,1.8148820326678765,7,3.7968749999999973,3.0,10.31295421260518
Bundesliga,2022,Bayern Munich,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",26,13,13,21,12,9,4.358980661132917,14.76242900266488,6.024096385542169,13,4.358980661132917,13.0,14.76242900266488
Bundesliga,2022,Bochum,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1]",29,15,14,10,5,5,1.5243442158298035,1.8063123857418013,1.4771048744460855,14,1.5243442158298037,14.0,1.8063123857418013
Bundesliga,2022,Dortmund,"[1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",29,15,14,22,9,13,1.0213561402897722,1.0197874604144903,1.0060362173038229,6,1.2354999569970233,6.0,1.4609942663094473
Bundesliga,2022,Ein Frankfurt,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",23,12,11,13,8,5,3.045442276422052,6.550520181328769,3.703703703703704,7,7.468360269796005,9.0,27.74962338581592
Bundesliga,2022,FC Koln,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",22,11,11,10,5,5,1.6093503924934975,2.0,1.531393568147014,10,2.0300790416043877,1.0,5.712298839569254
Bundesliga,2022,Freiburg,"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0]",26,13,13,17,9,8,2.050675732872643,2.940441787201651,1.876172607879925,4,8.14095095576577,4.0,30.796089889861694
Bundesliga,2022,Hertha,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",26,13,13,7,3,4,1.345455675609176,1.490743003650105,1.2422360248447204,9,1.828459296667493,9.0,2.881115501523021
Bundesliga,2022,Hoffenheim,"[0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1]",28,14,14,10,5,5,1.6159647757861433,2.0,1.5015015015015014,14,1.6159647757861433,14.0,2.0
Bundesliga,2022,Leverkusen,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",26,13,13,14,6,8,1.255166117708699,1.275023464644205,1.1534025374855823,2,4.694444444444444,2.0,17.87986821233503
Bundesliga,2022,MGladbach,"[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",24,12,12,11,6,5,1.9867909498578888,2.932355002629788,1.919385796545105,8,2.1855290105364906,8.0,3.5565507247363226
Bundesliga,2022,Mainz,"[1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",24,12,12,12,5,7,1.2404603270745005,1.261205955414189,1.1337868480725624,4,16.0,4.0,70.27471848672573
Bundesliga,2022,RB Leipzig,"[0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",28,14,14,20,10,10,1.6668659918797977,2.0,1.485884101040119,12,2.159446240425597,12.0,3.179331032551912
Bundesliga,2022,Schalke 04,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0]",24,12,12,7,2,5,1.117426261154859,1.097631304329303,1.027749229188078,2,1.9930795847750868,2.0,5.827297974429022
Bundesliga,2022,Stuttgart,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]",22,11,11,7,3,4,1.3368665744895294,1.4783505468574414,1.2048192771084338,11,1.3368665744895294,8.0,1.4985341839846156
Bundesliga,2022,Union Berlin,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1]",26,13,13,18,9,9,1.6581246534155312,2.0,1.51285930408472,6,3.702812776168499,6.0,8.178252762870715
Bundesliga,2022,Werder Bremen,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",28,14,14,10,6,4,2.4956263855575216,4.648755263783786,2.9239766081871346,9,8.888295521544643,9.0,32.527236513122524
Bundesliga,2022,Wolfsburg,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",24,12,12,13,8,5,3.567255163229085,9.129735089970096,5.025125628140704,2,4.760330578512396,2.0,18.463227856673292
Bundesliga,2023,Augsburg,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]",25,13,12,10,5,5,1.503287936727688,1.770193161216196,1.392757660167131,5,12.860082304526752,5.0,48.51209365617496
Bundesliga,2023,Bayern Munich,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",31,16,15,23,14,9,5.9990911038878485,24.892212448695425,10.969723562966212,13,10.928476871611215,13.0,71.97592664880798
Bundesliga,2023,Bochum,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",22,11,11,7,4,3,1.9367303716156412,3.0905171041813846,2.1367521367521367,10,2.977950618424677,10.0,7.212629638059255
Bundesliga,2023,Darmstadt,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",26,13,13,3,2,1,1.8261136463109904,3.7084108024514855,1.9880715705765408,13,1.8261136463109904,4.0,4.626274880347803
Bundesliga,2023,Dortmund,"[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1]",25,13,12,18,10,8,2.246334201691869,3.519507458123208,2.320185614849188,6,4.554082010386838,6.0,11.862521398838219
Bundesliga,2023,Ein Frankfurt,"[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]",20,10,10,11,6,5,2.0177749493992296,3.062341080606125,1.968503937007874,5,7.620789513793632,5.0,28.86249216271717
Bundesliga,2023,FC Koln,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",22,11,11,5,2,3,1.2924968664422043,1.4398117926016154,1.2019230769230769,8,1.362170847927383,1.0,3.455221307625478
Bundesliga,2023,Freiburg,"[1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",25,13,12,11,7,4,3.033829299860689,6.623806683184078,3.703703703703704,11,4.76214214481415,11.0,14.781457360412947
Bundesliga,2023,Heidenheim,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1]",22,11,11,10,3,7,1.069266851226219,1.0453516251747186,1.0131712259371837,7,1.6705252057041682,7.0,2.3061183493792594
Bundesliga,2023,Hoffenheim,"[0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1]",27,14,13,13,7,6,1.8045361146662608,2.376436250286031,1.7793594306049825,9,1.8332152931194916,9.0,2.546631766090506
Bundesliga,2023,Leverkusen,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",28,14,14,28,14,14,1.0,,1.0,1,1.0,,-inf
Bundesliga,2023,MGladbach,"[0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",21,11,10,7,4,3,1.7880632267441845,2.6407726868231305,1.7825311942959,3,3.374999999999999,3.0,10.759819018462423
Bundesliga,2023,Mainz,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1]",20,10,10,7,1,6,1.0267196399000071,1.0096300136722172,1.002004008016032,10,1.0267196399000071,1.0,1.0881755021026782
Bundesliga,2023,RB Leipzig,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",26,13,13,19,10,9,2.0832218290208626,3.0377264526688816,1.949317738791423,13,2.0832218290208626,13.0,3.0377264526688816
Bundesliga,2023,Stuttgart,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",30,15,15,23,11,12,1.3969282162711942,1.499232722321164,1.2468827930174564,4,1.5278435337323333,4.0,2.1446930683620735
Bundesliga,2023,Union Berlin,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",28,14,14,9,4,5,1.3819950543360615,1.5217617602932303,1.2936610608020698,6,2.665982677225704,6.0,5.558510274090181
Bundesliga,2023,Werder Bremen,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1]",25,13,12,11,5,6,1.312366537696454,1.3903095941809698,1.207729468599034,8,1.9985448567152688,8.0,3.06124330118772
Bundesliga,2023,Wolfsburg,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0]",27,14,13,10,6,4,2.2799905565484173,3.8777810582059935,2.4752475247524752,2,2.5224913494809686,2.0,7.702488119130086
Bundesliga,2024,Augsburg,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0]",24,12,12,11,4,7,1.1407915843460017,1.123005238046899,1.0548523206751057,4,11.616399985994882,4.0,45.588707385137575
Bundesliga,2024,Bayern Munich,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",27,14,13,25,13,12,1.5815225649569464,2.0908247390999124,1.3623978201634876,7,2.4009050178551323,7.0,4.768154630858249
Bundesliga,2024,Bochum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",26,13,13,5,1,4,1.0945174921125358,1.0726615919185754,1.020408163265306,7,1.6722824821969702,7.0,2.8662875519374675
Bundesliga,2024,Dortmund,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]",28,14,14,17,7,10,1.1570622831436264,1.14005537587158,1.0695187165775402,13,1.2226579676181626,1.0,1.2599971591258554
Bundesliga,2024,Ein Frankfurt,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1]",25,13,12,17,9,8,1.7603977362480616,2.2452062810280946,1.5923566878980893,9,3.151793251135868,9.0,6.306902051182038
Bundesliga,2024,Freiburg,"[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0]",27,14,13,16,8,8,1.4988137311976597,1.6896655883305112,1.4005602240896358,1,2.454545454545454,1.0,9.129735089970106
Bundesliga,2024,Heidenheim,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]",29,15,14,8,4,4,1.510027862632342,1.8326720868116892,1.4144271570014144,14,1.510027862632342,1.0,3.774202355807512
Bundesliga,2024,Hoffenheim,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",23,12,11,7,3,4,1.2820079862218985,1.3832121067883727,1.1750881316098707,3,2.9704589843750004,3.0,9.122652579775078
Bundesliga,2024,Holstein Kiel,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",27,14,13,6,2,4,1.1651185618719728,1.1787545769411427,1.072961373390558,2,1.6530612244897958,2.0,4.6284403364297475
Bundesliga,2024,Leverkusen,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",22,11,11,19,10,9,2.200798553364097,3.7423183447116575,2.2123893805309733,1,7.333333333333334,1.0,200.00269836432855
Bundesliga,2024,M'gladbach,"[0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",16,8,8,6,4,2,2.704639355163728,6.629110930717097,3.3783783783783785,5,10.48576,5.0,54.475345227740966
Bundesliga,2024,MGladbach,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1]",12,6,6,7,2,5,1.041016478200768,1.0411149729363274,1.0040160642570282,3,1.2476534296028883,3.0,1.5814235747350107
Bundesliga,2024,Mainz,"[0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",24,12,12,14,8,6,2.6331808739613374,4.906459000638235,2.840909090909091,4,5.0269090909090925,4.0,14.437992855666637
Bundesliga,2024,RB Leipzig,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0]",22,11,11,13,8,5,3.746162999985622,10.346769726499527,5.555555555555555,2,5.975308641975309,2.0,26.79306394503013
Bundesliga,2024,St Pauli,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",26,13,13,8,4,4,1.584677267025257,2.0,1.497005988023952,9,2.2600788820452666,2.0,6.126672218998145
Bundesliga,2024,Stuttgart,"[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]",26,13,13,14,9,5,4.952093938005713,17.303747393331143,8.415383320710259,13,4.952093938005713,13.0,17.303747393331143
Bundesliga,2024,Union Berlin,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1]",23,12,11,10,4,6,1.174158679023041,1.1801632941294171,1.0905125408942202,8,1.3022360133000948,2.0,1.7325314097162479
Bundesliga,2024,Werder Bremen,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",25,13,12,14,7,7,1.491683348287143,1.6968541310991798,1.3458950201884252,11,1.7349334128347507,11.0,2.230477026824394
Bundesliga,2024,Wolfsburg,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",24,12,12,11,6,5,1.9867909498578888,2.932355002629788,1.98019801980198,7,10.55786412928292,7.0,42.96725175319294
Premier_League,2000,Arsenal,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]",28,14,14,20,10,10,1.6668659918797977,2.0,1.5552099533437014,1,3.5,1.0,18.628137309221955
Premier_League,2000,Aston Villa,"[0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]",23,12,11,13,7,6,1.7780854752345217,2.339846425731408,1.6891891891891893,1,2.3,1.0,8.206976766054964
Premier_League,2000,Bradford,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",27,14,13,5,2,3,1.26353190974014,1.3858205225840643,1.1933174224343674,3,1.8485161532682188,3.0,5.24751726439984
Premier_League,2000,Charlton,"[1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0]",28,14,14,14,6,8,1.2689954302532724,1.2900660638831267,1.1286681715575622,2,4.0,2.0,14.063387999371665
Premier_League,2000,Chelsea,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1]",28,14,14,17,7,10,1.1570622831436264,1.14005537587158,1.0672358591248663,4,1.9515181148261853,4.0,3.1468416059652644
Premier_League,2000,Coventry,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",28,14,14,8,4,4,1.5855812118384875,2.0,1.4749262536873156,3,2.7439999999999998,3.0,8.11919662223906
Premier_League,2000,Derby,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]",26,13,13,10,4,6,1.2421188280651394,1.2659130648831014,1.1415525114155252,7,2.20360502851023,7.0,3.779056101730422
Premier_League,2000,Everton,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0]",29,15,14,11,6,5,1.8172633910426896,2.462670581832049,1.7889087656529516,5,2.6765607742304565,5.0,5.499070120599597
Premier_League,2000,Ipswich,"[0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]",32,16,16,20,10,10,1.6855781975741024,2.0,1.597444089456869,15,1.9330561319282995,2.0,2.832533236960783
Premier_League,2000,Leeds,"[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",30,15,15,20,7,13,1.019795344531942,1.0101707790000722,1.0030090270812435,3,1.4210526315789473,3.0,2.0
Premier_League,2000,Leicester,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",32,16,16,14,10,4,9.802523807247915,61.52058338109255,27.367268746579093,10,35.924451858366524,10.0,211.25225881966085
Premier_League,2000,Liverpool,"[1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1]",29,15,14,20,9,11,1.1650387502133732,1.1628164841583333,1.072961373390558,13,1.2206968408885825,1.0,1.3287271400922964
Premier_League,2000,Man City,"[0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]",28,14,14,8,4,4,1.5855812118384875,2.0,1.4903129657228018,13,2.146103107436037,2.0,5.660774863369565
Premier_League,2000,Man United,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",30,15,15,24,13,11,2.8422180015290257,5.535406238226226,3.278688524590164,3,125.00000000000009,3.0,7670.781330443701
Premier_League,2000,Middlesbrough,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]",23,12,11,9,2,7,1.0260986643835954,1.0106794299506638,1.002004008016032,4,1.2038450287366207,2.0,1.5894222236481563
Premier_League,2000,Newcastle,"[0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",29,15,14,14,8,6,2.2392671791806773,3.492564201602757,2.4630541871921183,9,3.460306949908531,9.0,7.141884251888991
Premier_League,2000,Southampton,"[0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",28,14,14,14,6,8,1.2689954302532724,1.2900660638831267,1.146788990825688,7,4.413793103448276,7.0,10.50253231719744
Premier_League,2000,Sunderland,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1]",26,13,13,15,8,7,2.0240247325146057,2.892688477065093,2.066115702479338,9,7.85313934576167,9.0,29.69047343101989
Premier_League,2000,Tottenham,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1]",28,14,14,13,7,6,1.989561902152212,2.837933762005624,2.1052631578947367,4,2.718213377556661,4.0,5.660774863369563
Premier_League,2000,West Ham,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",26,13,13,10,7,3,5.035065225419199,18.71542646747687,8.789663355893468,10,5.171180891082898,13.0,18.71542646747687
Premier_League,2001,Arsenal,"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",29,15,14,26,12,14,1.0,1.0401448584420148,1.0,1,1.0,1.0,1.5742719141702368
Premier_League,2001,Aston Villa,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",24,12,12,12,7,5,2.5825977301387137,4.828396632130076,3.0395136778115504,7,4.413793103448276,7.0,11.242616411505427
Premier_League,2001,Blackburn,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",28,14,14,12,5,7,1.2628830120791827,1.2861808449421503,1.124859392575928,13,1.4261684229424012,2.0,1.7126806095202878
Premier_League,2001,Bolton,"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0]",25,13,12,9,5,4,1.8045939709170185,2.5330520271144654,1.7889087656529516,3,3.8146972656249996,3.0,12.039491667300418
Premier_League,2001,Charlton,"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",24,12,12,10,6,4,2.5534582227681693,4.906459000638238,2.898550724637681,5,14.805259713214742,5.0,59.39640978202265
Premier_League,2001,Chelsea,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0]",25,13,12,17,9,8,1.7603977362480616,2.2452062810280946,1.550387596899225,3,4.137976694915256,1.0,14.619425474325395
Premier_League,2001,Derby,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",32,16,16,8,5,3,2.4692143901991512,4.828396632130076,3.134796238244514,7,7.491540923639689,7.0,23.82290482514652
Premier_League,2001,Everton,"[1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",28,14,14,11,6,5,1.9683259886695428,2.862086060341679,1.9646365422396856,2,2.7128027681660893,2.0,8.410884632440283
Premier_League,2001,Fulham,"[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",24,12,12,10,7,3,5.219315448873108,20.47293307711548,9.298000929800091,10,7.047631262212093,10.0,29.062692386921764
Premier_League,2001,Ipswich,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",29,15,14,9,4,5,1.3267542937818892,1.4272484050108831,1.2165450121654502,10,7.469943773085951,10.0,26.425719207697217
